index,text,Sentiment,Political,Ideology,Immigration,Macroeconomic,National_Security,Crime,Civil_Rights,Environment,Education,Health_Care,Governance,No_Policy_Content,Asks_for_Donation,Asks_you_to_watch_something_share_something_follow_something,Misc,Makes_a_Factual_or_Verifiable_Claim,Expresses_an_Opinion
192,watch a behind the scenes look at life on the trail and at home in miami ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
193,urgent please help boost this important thunderclapit scheduled tomorrow amp support lessig ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
194,rt jjschaible look who arrived early to the trumpisdisqualifiedparty to set up the bar leading as always governorpataki ,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
195,rt foxnews randpaul i want a strong national defense but i don t want us to be bankrupt gopdebate,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
196,rt bobby9dy8 libertynothillary randpaul2016,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
197,wear your support for the cruzcarly2016 ticket order your shirt now,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
198,watch live now ,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
199,the planet can t wait for a political revolution we need real solutions to fight climate change now ,-1,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
200,rt abc ted cruz completes sweep of colorado delegates,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
201,trump university duped everyday americans and donald trump made millions off of it ,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
202,rt chrisschrimpf another good crowd in keene for johnkasich little snow didn t stop anyone fitn,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
203,want to design a bumper sticker for our campaign submit your design by september 2nd,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
204,the senate s failure to ban late term abortions for pain capable children is tragic protecting them will be a priority when i m in the wh ,-1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
205,women came together across nh to talk to voters about pay equity and many important issues nhpolitics,1,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
206, lindzcook start with info lessigforpresident com and someone will put you in touch ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
207,9 appointed an attorney general who thinks speech against muslims is a bigger threat than terrorism,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
208, we need to defend the progress weve made under president obama and build on it hillary at idpjj,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
209,shawnslawns4u terrykimk93 wsj this coming election is the most important presidential election in my lifetime vote for trump,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
210,rt nasa zoom into pluto amp discover mountains seen during yesterday s nasanewhorizons plutoflyby ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
211,we don t elect kings we elect servants gopdebate imwithhuck,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
212,gov johnkasich was at newengcollege today for a town hall event talking abt how to strengthen america fitn,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
213,rt cnnpolitics governorpataki on donald trump we don t need someone who is going to divide us newday,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
214,you never know who you re going to to run into at foxnews good to see scottwalker on the set of foxandfriends ,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
215,join me tomorrow trump2016 makeamericagreatagain omaha nebraska,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
216,carlys the candidate who will defeat hillary and should be heard on saturday rt if you agree ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
217,davidiramadan so important to help families prepare for the school year more 2015 state sales tax holidays,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
218, to the lgbt community please know that you have millions of allies across our country i am one of them hillary,1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
219,listen to rs talk about military funding and remember what eisenhower said about power of the military industrial complex debatewithbernie,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
220,rt hardball randpaul rubio clinton both neoconservatives,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
221,most imptly we must grow our economy b c if our children amp grandchildren can t find good paying jobs everything else political theater ,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
222,america can no longer delay while the islamic state continues to persecute the free world read my plan ,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
223,it s a beautiful day out for our concord nh campaign office opening ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
224,thank you republican party of crawford county cruzcountry,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
225, docmommn just made a donation to rick santorum for president,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
226,d1g1 lessig ooh,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
227, lindseygrahamsc was on foxnewsradio this morning to talk about why he joined our team watch ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
228,stories like denishas are why we need more choice in education ,1,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
229,rt hillaryforia how the idpjj crowd welcomed hillary to the stage for her big speech hillyes,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
230, choosecruz to repeal obamacare pass a simple flat tax and abolishtheirs ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
231,statement on tonight s gopdebate ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
232,twister2445 realdonaldtrump all i heard from the debate is a pathway to citizenship for all and taking our guns away tryme,-1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
233,looking forward to seeing rockingham county dems tonight in exeter nh chafee2016 nhpolitics nhdems,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
234,health care that kills jobs isn t caring for our health we need a plan that saves jobs ,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
235,rt yahoopolitics lindseygrahamsc vows to engage in tough diplomacy,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
236,read johnkasich s full interview skimmterview here theskimm skimm,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
237,rt kygop polls are open make your voice heard and vote for our incredible slate of gop candidates lets rack up wins ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
238,new hampshire i m looking forward to spending 10 days in your state with my new leadership team,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
239,rt meganspecia mini concert from martinomalley at his osage rally,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
240,big thanks to caleb humphrey in our ames iowa office who made 2 016 calls this week for our campaign iacaucus,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
241,always have been amp always will be in favor of defunding ppact amp their destruction amp now exploitation of human life ,-1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
242,sizing up our next campaign vehicle fitn,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
243,the gun control op ed is typical liberal claptrap from the nytimes,-1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
244, sanctuarycity administration complicit disregard for our laws derelict in duty to protect american life amp property,-1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
245,tnx to our hardworking volunteers who are headed to new hampshire this weekend join them ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
246,here s how i ll shake up washington end corporate welfare balance the budget bold tax reform regulatory reform ,1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
247,the first 100 days in less than 90 seconds kasich4us,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
248, marcoscopic sorry about that marcos we need a bigger venue ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
249,a way to provide banking opportunities for low income communities is to allow the u s postal service to engage in basic banking services ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
250,now we know what a good result is to donald trumphe gets his and you get hurt hillary,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
251,rt jennybethm if youre in greenville today join me tedcruz marklevinshow amp more at the cr convention ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
252,rt jdistaso governorpataki says at nolabelsorg summer of political theatre is over let s see who can run the country fitn nhpo,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
253,rt teamrickperry realdonaldtrump couldnt have endured for five minutes what senjohnmccain endured for five and a half years https ,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
254,rt msnbc cornelwest joins berniesanders for rally in davenport iowa watch live ,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
255,coming up at 5 p m et watch bloombergtv for an interview on trade with wadr,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
256,rt thebriefing2016 donald trump just selected a white nationalist leader to be a delegate at the gop convention,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
257,rt disclifechannel rt if you re watching bencarsonthelosttapes ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
258,rt gatewaypundit packed house to see realdonaldtrump in vegas,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
259,president obama said isil continues to shrink in an interview just hours before the horrible attack in paris he is just so bad change ,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
260,but i need your help to fight back right away can i get 30 donations from twitter by midnight tonight 5 6,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
261,stay tuned ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
262,rt hillaryforco the hillary supporters at the codemdinner have got their glowsticksand they are loud imwithher,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
263,it s time we change the system and break the washingtoncartel together join us ,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
264,rt rsbnetwork live stream donald trump about to speak in boca raton fl protesters already before trump speaks trumptrain https t,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
265,rt rabbishmuley thank you chrischristie for an enriching evening more to come ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
266,listen live to my interview on smerconish here ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
267,grassroots momentum learn more about team huck iowa gt ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
268,wow what a way to record a 400th td pass great game saints and congrats drewbrees you make louisiana proud whodatnation,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
269,rt foxbusiness tedcruz barackobama over the past seven years has dramatically degraded our military gopdebate,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
270,the polls are closing in less than 2 hours in mississippi and most of michigan call a friend and then get out and vote for me,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
271,if we make a positive difference for the mentally ill we can lift america gopdebate,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
272, angiecutlip terrific thank yall for your support ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
273,a top ten state for job creation wages growing faster than the nation record number of businesses ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
274, tothetanr realdonaldtrump you are the closest thing to teddy roosevelt tough as hell and speaks his damn mind and never bs s ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
275,in fact single mothers earn 19 000 dollars less per year than married mothers empoweredwomen ceidinner,1,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
276,rt johnrobertsfox randpaul chorus chants we want rand at the debate ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
277,every republican senator running for president voted against making it harder for suspected terrorists to buy guns ,-1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
278, hillaryclinton thinks the law doesnt apply to her ,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
279,q what do you want to accomplish in your first term as president get more answers at,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
280,none of the recent mass shootings or terror attacks would have been prevented by democrats proposals ,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
281,you shouldnt have to wait till oct for the first debatewhat questions do you want answered ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
282,in iowa make sure you re ready to caucus tomorrow ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
283,if we stand together if we build a political revolution there is no limit to what we can accomplish americatogether,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
284,rt fullergary it was great meeting tedcruz cruzcountry tcot,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
285,rt wsjopinion the scalia seat let the people speak writes tedcruz ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
286,rt joshduggar great to visit w my friend govmikehuckabee this morning in dc thankful to have his voice on the 2016 stage,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
287,i am the only one who stood up to 100k protesters stood up to the big union bosses i ll stand up to washington,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
288,rt charlesfigley jimwebbusa worked with you to get ptsd established and the vet center you da man charlesfigley,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
289,rt abcpolitics sanders if people are concerned about electability and democrats should be very concerned i think bernie sanders is t,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
290,fall colors in carroll county new hampshire,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
291,felicidades a selcharrodeoro por ese gran rendimiento de nuestro himno nacional nclr15 mundomalley,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
292,be in turnberry on thurs am for start of women s british open one of world s great golf tournaments back soon to makeamericagreatagain ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
293,rt hillaryfornh wherever she is whatever she s doing she just makes things happen billclinton on hillaryclinton 42inthe603,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
294,speaking of balancing budgets gopdebate,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
295,how the governators make an entrance ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
296,hundreds turned out this morning in fairfax to hear gov kasich s message of strength and optimism ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
297,hillarys life wouldnt have been the same without the guidance of some special teachers ,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
298,each and every year corporations and the wealthy are avoiding more than 100 billion in u s taxes by sheltering their income offshore,-1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
299,we need the support of courageous conservatives across america add your name ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
300, jimgarlow skylinechurch got your scotus letter must fight judicialtyranny amp defend religiousliberty my response gt ,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
301,rt whoradio up next on mickelson in the morning former virginia governor and republican presidential candidate jim gilmore https ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
302, ryanfattman love it hope you enjoy it thanks for the support ryan ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
303,join us ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
304,last chance to head to the polls head out the door and text vote to 82623 for your polling location go vote now primaryday,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
305,rt unipolitica berniesanders invoc a roosevelt para defender su socialismo democrtico en washington,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
306,cruzcrew our rally to defendreligiousliberty in greenville sc begins at 12 pm et watch live here,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
307,rt lorellapraeli qu dice jebbush cuando piensa que los latinos no lo estn escuchando textea insulto al 47246 y vers,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
308,jim webb s 7 point plan to save us foreign policy,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
309,rt sundayfutures governorpataki on defeating isis we have got to empower our allies on the ground foxnews mariabartiromo,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
310,tomorrow around 7 00 a m est i ll be joining foxandfriends tune in,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
311,danlifting realdonaldtrump i wouldn t watch it at all if mr trump was not on it see u on your book signing on 11 3 trump all the way,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
312,watch this reminds you how special america is ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
313,whitehouse worked to end veteran homelessness reducing it by 33 since 2010 we must continue this progress,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
314,great time tonight in spartanburg with senatortimscott and tgowdysc at sen scott s presidential town hall ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
315,good luck to the usa soccer team tonight against colombia gooooooaal womensworldcup,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
316,rt foxnews tedcruz the day after im elected president i am the exact same person that i am today hannity,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
317,3 500 ground troops is not enough we need about 10 000 more via iowapublicradio,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
318,rt thebradmielke if only bernie sanders could pick a scenic spot for a rally ,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
319,making it official in the sunshine state we re on the ballot amp looking forward to the fl primary sunshinesummit,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
320,real solutions no bombastic rhetoric tonight in tampa amp sanford that s exactly what you ll get rsvp ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
321,we honor the victims by never forgetting lessons of that horrific day amp recommitting ourselves to keeping americans safe neverforget,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
322,michaelg4ny new nbcnews wsj poll shows realdonaldtrump pulling ahead of tedcruz in iowa,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
323, kazmierskir realdonaldtrump donaldjtrumpjr outstanding is obvious that jr has much of his father s charisma and intelligence ,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
324,as president ill conduct a spring cleaning of regulations to cut bureaucratic red tape ,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
325,do you agree we need strong conservative leadership in washington join our team and help us take back america ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
326,rt 719jps check out hillaryclinton s twitter for,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
327,i ve had many assaults on fitness look at me but rock climbing walls not one of them cc jimmyfallon too easy ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
328, jpagetbutler lessig getting a government that represents voters is the entire point of our campaign check it out ,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
329,rt fsadlerva wonderful town hall in oskaloosa ia with carlyfiorina at smokey row coffee co iowacaucus carly2016,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
330, tcastilonia realdonaldtrump oreillyfactor your the opening story on every political show radio or tv ,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
331,they know if they keep this rogue spying program going they re going to be in for an all out floor fight over these nsa provisions 3 6,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
332,the right ideas should help everybody rise gopdebate ,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
