,X,id,text,coder1.Sentiment....1.negative..0.neutral..1.positive.,coder1.Political...0.no..1.yes.,coder1.Ideology....1.liberal..0.neutral..1.conservative.,coder1.Immigration,coder1.Macroeconomic.Policy...Taxes..Gov..Spending..Wall.St...Jobs..Trade..Infrastructure..Labor.,coder1.National.Security..Veterans..Military..Foreign.Terrorism.,coder1.Crime...Law.Enforcement..Police..Guns..Second.Amendment.,coder1.Civil.Rights..Race..LGBT.issues..Abortion..Gender.issues.,coder1.Environment...Energy..Global.warming..Fracking..Agriculture..Oil.,coder1.Education,coder1.Health.Care..Obamacare.,coder1.Governance,coder1.No.Policy.Content,coder1.Asks.for.Donation.Asks.you.to.buy.something.to.support.campaign,coder1.Asks.you.to.watch.something.share.something.follow.something,coder1.Misc..other.plea.for.action,coder1.Makes.a.Factual.or.Verifiable.Claim,coder1.Expresses.an.Opinion,coder1.coder,coder2.Sentiment....1.negative..0.neutral..1.positive.,coder2.Political...0.no..1.yes.,coder2.Ideology....1.liberal..0.neutral..1.conservative.,coder2.Immigration,coder2.Macroeconomic.Policy...Taxes..Gov..Spending..Wall.St...Jobs..Trade..Infrastructure..Labor.,coder2.National.Security..Veterans..Military..Foreign.Terrorism.,coder2.Crime...Law.Enforcement..Police..Guns..Second.Amendment.,coder2.Civil.Rights..Race..LGBT.issues..Abortion..Gender.issues.,coder2.Environment...Energy..Global.warming..Fracking..Agriculture..Oil.,coder2.Education,coder2.Health.Care..Obamacare.,coder2.Governance,coder2.No.Policy.Content,coder2.Asks.for.Donation.Asks.you.to.buy.something.to.support.campaign,coder2.Asks.you.to.watch.something.share.something.follow.something,coder2.Misc..other.plea.for.action,coder2.Makes.a.Factual.or.Verifiable.Claim,coder2.Expresses.an.Opinion,coder2.coder,src
336,1978,6.75E+17,"RT @ajcdeane: Quite. 
#Brexit https://t.co/EncHJGECsE",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,emilybrittany
337,1984,7.24E+17,I enjoyed speaking to the Jewish Federation of Greater Des Moines this evening! #Carly2016 http://t.co/faaPwB8Le8,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,emilybrittany
338,1989,7.15E+17,I will be on @SeanHannity tonight at 10pmE talking about my new book #CrippledAmerica and much more! #MakeAmericaGreatAgain #Trump2016,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,emilybrittany
339,2025,6.32E+17,It's almost time. Join me on @periscopeco at 4 pm EST. http://t.co/yLxdsJnyYz #Carly2016 http://t.co/e92bzYySMb,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,brittany,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,emily,emilybrittany
340,2034,7.13E+17,RT @JennaLeeUSA: JOIN US @tedcruz NOW taking your questions! #4questions,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,brittany,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,emilybrittany
341,2042,6.17E+17,The scene outside tonight's #GOPDebate. Tune in at 9pm ET: https://t.co/nICXayUu6E https://t.co/fni9DHR4EH,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,brittany,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,emily,emilybrittany
342,2108,6.45E+17,Thank you Wisconsin! Help us #CruzToVictory &gt; https://t.co/0rbpaoRTtU https://t.co/ix0WfpOgYG,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,brittany,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,emilybrittany
343,2120,6.29E+17,"@Bostonfanfrmdot I appreciate the support, Stefan. Excited to be back in your beautiful state!",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,emilybrittany
344,2180,7.05E+17,"I didn't suggest a database-a reporter did. We must defeat Islamic terrorism &amp; have surveillance, including a watch list, to protect America",-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,brittany,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,emily,emilybrittany
345,2335,6.34E+17,"CLASSIC Clinton art: deny, deceive, distract, &amp; delay. Hillary can runout the clock, but she can't run from the truth! #BenghaziCommittee",-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,brittany,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,emilybrittany
346,2373,6.88E+17,RT @trscoop: Trump wont challenge the system  he IS THE SYSTEM! Fiorina WRECKS the Donald! https://t.co/HdzKfpf9sj https://t.co/6rT8iua,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,emilybrittany
347,2376,6.58E+17,"""We need a president who will help break down all the barriers holding Americans back, not just some."" -Hillary",0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,emilybrittany
348,2442,7.17E+17,This election is our opportunity to turn the page from an era of divisive gridlock and restore leadership. https://t.co/4SCt2ZVa7w,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,brittany,-1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,emily,emilybrittany
349,2467,6.34E+17,.@globegazette: Graham said he is the only candidate in the 2016 field who has a plan for defeating ISIS http://t.co/jmMhAxzcSX,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,brittany,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,emily,emilybrittany
350,2522,7.18E+17,Turn off the TV and get involved in the political process. Please go to https://t.co/zofUc3X5GB and become part of the political revolution.,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,brittany,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,emily,emilybrittany
351,2535,7.04E+17,"Jason, laws change every year, elected officials take oath pledging to uphold all the laws not just ones they like.  https://t.co/yuv8AtbOwp",-1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,brittany,-1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,emily,emilybrittany
352,2594,6.91E+17,RT @fackinpeter: so why couldn't they change the rules for @gov_gilmore as well? this isn't fair!! https://t.co/b6vTOngx59,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,emilybrittany
353,2675,6.37E+17,"Under @JohnKasich's leadership Ohioans have created more than 400,000 new jobs since 2011! #ResultsMatter #Kasich4Us https://t.co/nDduHTaC6l",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,brittany,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,emily,emilybrittany
354,2706,6.88E+17,"We need a new president for a new age. 

Agree? Click here: http://t.co/54RC1JFJWR http://t.co/nC1essDX2K",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,brittany,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,emily,emilybrittany
355,2749,6.34E+17,Please visit https://t.co/HTviBCwDRu to find out more about the Gilmore campaign. https://t.co/OMWVjRqY8s,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,brittany,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,emily,emilybrittany
356,2844,6.70E+17,"""There is a co-worker I have who is male...I recently found out he was getting paid more than me. I was shocked. https://t.co/DTSZsqhHBF",-1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,brittany,-1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,emily,emilybrittany
357,2974,6.97E+17,Tune in LIVE as we bring the political revolution to Southern California: https://t.co/EnEAzM06ig #CAforBernie,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,brittany,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,emily,emilybrittany
358,3074,6.62E+17,".@DrewPiers  thanks for showing your support! 
https://t.co/QWLDFkqZsF",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,emilybrittany
359,3082,7.19E+17,Thank you to all the voters who came out for our Michigan send-off today. Let's run through the finish line! https://t.co/JYxpp27UvR,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,emilybrittany
360,3148,7.27E+17,At @RallyPoint now answering questions from veterans and military members. Submit yours: http://t.co/pOQ4CXTeH8 http://t.co/mmh28qHLxx,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,brittany,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,emily,emilybrittany
361,3201,7.07E+17,Get our new Team Marco throwback t-shirts in time for football season! Click here now ---&gt; http://t.co/eK1T7cPp1V http://t.co/hNLSkry3gR,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,brittany,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,emily,emilybrittany
362,3215,7.07E+17,Just a few hours left to grab a free sticker with your book purchase. Don't miss out http://t.co/Z3KjfdHXIV #Walker16 http://t.co/uTJ7T4wV4V,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,emilybrittany
363,3249,6.83E+17,RT @KillerMike: Streaming live right now w/ @CornelWest @ninaturner &amp; @BernieSanders https://t.co/W6oXzjrsqz,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,emilybrittany
364,3255,6.61E+17,RT @greta: At Jersey shore about to interview Gov Christie http://t.co/3Ti98kSidD,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,emilybrittany
365,3257,6.49E+17,Standing by. Will be on @Morning_Joe next https://t.co/teCgrPakEX,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,emilybrittany
366,3337,6.47E+17,"RT @hughhewitt: Audio/transcript of intv w/ @ChrisChristie on Iran ""deal"" and @HillaryClinton owning it: http://t.co/O5AvuBuMms",-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,brittany,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,emily,emilybrittany
367,3395,6.67E+17,RT @justinamash: JUST CONFIRMED: Join @tedcruz and me for a rally TONIGHT in #MI03. Details attached. https://t.co/49AIiabHZK,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,brittany,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,emily,emilybrittany
368,3518,6.13E+17,.@realDonaldTrump is the exception. He of course is his own super PAC. #DebateWithBernie,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,-1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,emilybrittany
369,3539,5.95E+17,Donald Trump praised moving American jobs abroad. Until he decided to run for president. https://t.co/URBNtg4bc7,-1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,brittany,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,emily,emilybrittany
370,3728,6.23E+17,"RT @OWHDavidHendee: Lucy, 12, &amp; Skylar Tekell, 6, test duck calls tossed to crowd at Cruz rally in Iowa City. Duck Commander on tap. https:",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,emilybrittany
371,3739,6.26E+17,RT @LangstonBowens: @_SFRNC out door knocking for @marcorubo in the Illinois Tundra! City of Shannon pop. 300. #SignForMarco #SFRatWork htt,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,brittany,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,emilybrittany
372,3745,6.89E+17,"Thanks to the 1,000+ rabbis who signed this letter. I agree, the US needs to be a moral leader and accept refugees. https://t.co/8NFUPu3ABu",1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,brittany,1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,emily,emilybrittany
373,3772,6.35E+17,"Loved @Pastabilities82 fantastic food, great staff, wonderful owners. -John",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,emilybrittany
374,3804,6.97E+17,"As president, Ill reauthorize the metadata program, but thats just a first step. Read the others: https://t.co/ivBWNQ9uoo",1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,brittany,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,emily,emilybrittany
375,3819,6.19E+17,"RT @heidiscruz: Talking with the owners of Hilligoss Bakery in Brownsburg, IN this morning. #CruzCarly2016 https://t.co/D6JzCsjYzk",1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,emilybrittany
376,3853,5.99E+17,RT @cspan: .@LindseyGrahamSC listens to #PopeFrancis address to Congress  LIVE on C-SPAN http://t.co/RKsGqi8q3N  #PopeinDC http://t.co/wS8,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,emilybrittany
377,3885,7.05E+17,@TheNiniD @CNNReliable Thank you.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,emilybrittany
378,3900,7.08E+17,"We need to fight for the American worker, stand for all human life, &amp; pass the #FairTax. #ImWithHuck #GOPDebate #IACaucus",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,brittany,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,emily,emilybrittany
379,3909,6.62E+17,".@HillaryClinton is wooing special interest labor unions behind closed doors, proving again she's out of touch with everyday Americans. - SW",-1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,brittany,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,emilybrittany
380,3922,6.93E+17,"""Carson Slams Obamas Spying on Israel, Implicates Clinton"" via @BreitbartNews",-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,brittany,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,emily,emilybrittany
381,3935,6.96E+17,A typical African-American family has 8 cents of wealth for every dollar a white family has. We need to fix that. https://t.co/CZciwWT6GG -H,0,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,brittany,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,emily,emilybrittany
382,3980,6.33E+17,Wisconsin  don't know where to vote for Bernie today? Head to https://t.co/nfOM3F6Vka for your polling location. https://t.co/5ileeHKW6O,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,brittany,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,emily,emilybrittany
383,3996,6.76E+17,RT @ChadHastyRadio: TX Lt. Gov.@DanPatrick joined me to discuss the @tedcruz campaign &amp; why voters should pick Cruz. https://t.co/h8XROYf97,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,emilybrittany
384,4037,6.21E+17,Gotta do it.  https://t.co/xS3WwQDc1F,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,emilybrittany
385,4174,6.83E+17,RT @townhallcom: Mike Lee Defends Cruz: 'I Held My Tongue For Years' on Boehner https://t.co/givyVesmVd,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,brittany,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,emilybrittany
386,4205,6.68E+17,Christmas is upon us. My family and I reflect on Christs teachings and their impact on our lives and our world. https://t.co/suVEDw5QtQ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,emilybrittany
387,4244,6.35E+17,"RT @BradThor: The @tedcruz ""Invasion"" ad in one word?  AWESOME: https://t.co/YgBfrcuWgT",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,brittany,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,emilybrittany
388,4269,7.34E+17,RT @AddictionPolicy: .@gov_gilmore attended the NH Forum on #addiction January 5th. Read the analysis &amp; watch his remarks here: https://t.c,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,brittany,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,emily,emilybrittany
389,4476,7.27E+17,"""@dubilujane: I trust @realDonaldTrump more anyone ever to protect America.He WILL do the right thing for the U.S.A, without a  doubt.",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,emilybrittany
390,4668,6.42E+17,Less than 1 HOUR until launch! Tune in to the livestream here: https://t.co/n6VoIQdskE #FixDemocracyFirst #Lessig2016,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,brittany,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,emilybrittany
391,4786,6.45E+17,Thanks for having me https://t.co/uSPmvPr7nk,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,brittany,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,emilybrittany
392,4801,7.03E+17,"RT @ImAngelaBassett: Hey everybody, you good?After time on the road w/@HillaryforSC, I can CONFIDENTLY say: #ImWithHer because shes with u",1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,emilybrittany
393,4814,6.94E+17,RT @megynkelly: .@RealBenCarson joins me NOW on #KellyFile  tune in. #GOPDebate,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,brittany,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,emily,emilybrittany
394,4830,6.49E+17,"Let freedom ring! Phone cases are now in our online store. 

Get yours here --&gt; http://t.co/DkccBksm8N http://t.co/fiHNG86NbA",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,brittany,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,emily,emilybrittany
395,4887,6.84E+17,RT @businessinsider: 'Really sad': Ted Cruz rips Donald Trump for not denouncing former KKK leader https://t.co/VpdpYing9E,-1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,brittany,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,emilybrittany
396,4921,6.82E+17,I'm joining @wolfblitzer on @cnn right now to discuss the 2016 race. Tune in!,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,brittany,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,emily,emilybrittany
397,4952,6.66E+17,"I am on @FoxNewsSunday with Chris Wallace- his 20th year anniversary with #FNS, throughout the day. Enjoy! https://t.co/hDzdDpZiRx",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,emilybrittany
398,4974,6.60E+17,"""@Non_PC_Guy:  @HoustonGunn @Macys In Chicago we're still mourning loss of once great Marshall Fields, to mediocre Macys. Screw Macys!""",-1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,brittany,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,emilybrittany
399,4983,6.93E+17,The time is now to take a stand. The time is now to say enough is enough. #StandwithRand,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,brittany,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,emily,emilybrittany
400,4984,7.16E+17,"RT @onearmedmaninc: Big cheers as Residente condemns US support for Latin American dictatorship, and boos for Henry Kissinger. #BernieInThe",1,1,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,brittany,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,emily,emilybrittany
401,504,6.71E+17,Christopher from Twitter: How would you convince Congress to change the tax code? #CarlyLive https://t.co/ESeBbJinrZ,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,christopher,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,lauryn,laurynchristopher
402,522,7.10E+17,"The decision to have an abortion is a right of any woman without interference from politicians. #DemDebate
https://t.co/IT9Uge7xud",0,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,christopher,0,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,lauryn,laurynchristopher
403,560,6.30E+17,".@ScottWalker is a nice guy, but not presidential material. Wisconsin is in turmoil, borrowing to the hilt, and doing poorly in jobs etc.",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,christopher,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,lauryn,laurynchristopher
404,572,6.40E+17,"Great. Just reported on @FoxNews that many people who supported @JebBush are now supporting me. I knew that would happen, pundits didn't!",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christopher,-1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,laurynchristopher
405,578,6.41E+17,It's not a terribly radical idea that someone working 40 hours a week should not be living in poverty. #BernieinSC http://t.co/0LG12w0hP2,0,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,christopher,-1,1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,lauryn,laurynchristopher
406,641,6.95E+17,"Thank you for the support, South Carolina! #USSYorktown 
#MakeAmericaGreatAgain #Trump2016 https://t.co/n0Ph35qsKV",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynchristopher
407,650,6.83E+17,"Thank you Tricia! Add your voice to 10,000+ supporter endorsements:  http://t.co/HIqXusfGJJ http://t.co/MwlmFm1lK9",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,christopher,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,lauryn,laurynchristopher
408,664,6.01E+17,Join Millennials for Cruz and help ensure young people have the same opportunities as generations before them: https://t.co/a1stxdKv5d,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,lauryn,laurynchristopher
409,669,6.98E+17,"Just got back from Iowa, great people!",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynchristopher
410,693,6.67E+17,RT @danmericaCNN: O'Malley walks with supporters to the NH Democratic Convention. http://t.co/ReDf76kPU6,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,christopher,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,laurynchristopher
411,764,6.95E+17,"A year after Ferguson, there is more we must all do to address systemic racism and ensure every American feels safe in their community. -H",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,christopher,1,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,lauryn,laurynchristopher
412,820,7.01E+17,"Why can't the leaders of the Republican Party see that I am bringing in new voters by the millions-we are creating a larger, stronger party!",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,laurynchristopher
413,966,6.34E+17,"23 million Americans suffer from addiction, but only 1 in 10 get the treatment they need. http://t.co/xEy7aZjMTK",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,christopher,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,lauryn,laurynchristopher
414,1104,6.64E+17,Don't miss @JohnKasich on @megynkelly #KellyFile tonight at 9:30 EST! @FoxNews,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynchristopher
415,1108,6.80E+17,"Mass incarceration is not ""tough on crime"", its tough on families; wasting money &amp; poisoning society. #GetGrounded   http://t.co/Im7fyhSzZq",-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,christopher,-1,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,lauryn,laurynchristopher
416,1134,6.33E+17,Children in Flint will be plagued with brain damage and other health problems. There are no excuses. Gov. Snyder should resign. #DemDebate,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,christopher,-1,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,lauryn,laurynchristopher
417,1180,6.82E+17,"RT @frankgaffney: When thrown a left hook, @tedcruz swings back w/ a solid right. https://t.co/2qIqNv0pGz Love of freedom #NotH8 #CounterJi",1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,laurynchristopher
418,1246,6.45E+17,RT @lessig: $12k to go! #lessig2016 http://t.co/4XwrKJXwta,1,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,0,1,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,lauryn,laurynchristopher
419,1262,6.53E+17,"RT @SenJohnMcCain: Why wasn't Umm Sayyaf, who WH called ""complicit"" in Kayla Mueller's #ISIL captivity - extradited to US for trial? http:/",-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,christopher,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,lauryn,laurynchristopher
420,1288,6.58E+17,"RT @glennbeck: Just wrapped our first event, SC people are amazing!! Blessed to spend the afternoon with them! Now on to Charleston #GlennI",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,christopher,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynchristopher
421,1372,7.15E+17,Some folks may have the luxury to hold out for the perfect. But a lot of Americans are hurting right now and they cant wait for that.,-1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,christopher,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,lauryn,laurynchristopher
